activity_intensity,mask_type,pm25,pm10,co,no2,rmv_liters_per_min,duration_minutes,mask_efficiency,hour,temperature,humidity,wind_speed,inversion_factor,cumulative_toxic_load_score,pm25_retained_micrograms,co_blood_saturation_estimate
light_jog,medical,77.26,133.8,2.15,69.42,22.93,16.0,0.6,2.29,19.38,85.98,1.19,0.935,14.13,11.31,0.0
moderate_run,cloth,46.65,88.0,2.58,158.92,36.68,53.1,0.3,5.54,22.73,84.2,2.23,0.824,79.19,63.6,0.27
light_jog,medical,26.33,40.34,3.43,66.49,24.1,69.0,0.6,3.08,19.45,81.85,1.44,0.928,39.62,17.5,0.35
high_intensity_run,n95,68.62,118.33,3.33,51.6,57.8,33.3,0.95,4.28,20.63,80.75,0.58,0.954,8.41,6.61,0.04
high_intensity_run,n95,24.94,42.18,1.98,66.37,60.68,84.8,0.95,23.58,20.58,77.72,2.02,0.787,15.82,6.42,0.0
moderate_run,cloth,93.43,152.13,5.51,33.17,38.76,95.8,0.3,2.16,19.97,84.4,0.68,0.959,92.57,242.96,1.29
high_intensity_run,medical,86.82,170.09,7.96,68.58,50.56,39.5,0.6,21.04,24.82,72.75,2.56,0.575,69.07,69.3,0.46
moderate_run,cloth,142.14,242.3,3.98,34.91,41.53,32.6,0.3,2.2,18.39,87.03,0.5,0.968,72.86,134.76,0.23
light_jog,n95,87.79,147.33,2.2,62.1,26.02,28.1,0.95,2.04,20.54,84.33,1.05,0.938,1.6,3.21,0.0
moderate_run,n95,44.28,83.68,1.69,39.62,40.77,25.1,0.95,22.23,23.01,78.38,2.08,0.691,1.79,2.26,0.0
resting,none,50.48,80.62,20.0,38.42,7.15,59.0,0.0,7.63,25.92,75.65,2.42,0.684,56.8,21.33,0.84
high_intensity_run,none,55.39,83.53,2.51,107.46,54.5,23.1,0.0,20.2,25.85,72.25,2.3,0.522,67.31,69.64,0.44
light_jog,none,155.49,216.54,5.89,29.86,25.2,20.4,0.0,3.62,20.97,94.94,1.1,0.941,52.62,80.1,0.35
light_jog,none,147.58,227.85,1.23,64.58,24.64,24.3,0.0,0.05,20.27,83.01,1.81,0.824,53.95,88.47,0.0
moderate_run,cloth,52.12,94.98,2.12,33.82,43.42,39.7,0.3,21.86,23.72,76.63,2.76,0.629,51.46,62.9,0.23
resting,none,112.98,225.87,8.57,85.01,8.25,41.4,0.0,4.37,22.49,85.27,2.07,0.878,40.64,38.56,0.31
resting,medical,39.7,71.49,1.92,19.6,7.1,57.2,0.6,21.4,23.26,74.38,2.49,0.607,7.51,6.46,0.06
moderate_run,none,68.43,122.12,1.95,34.51,39.98,37.5,0.0,20.94,23.99,74.26,2.68,0.561,65.23,102.72,0.39
resting,none,52.57,77.14,5.34,29.45,7.14,15.0,0.0,2.25,20.77,80.29,0.94,0.947,4.31,5.64,0.0
moderate_run,medical,61.02,124.52,2.19,108.56,37.89,31.7,0.6,21.26,23.39,74.36,3.17,0.562,38.24,29.33,0.11
light_jog,cloth,33.94,61.66,5.32,96.15,26.53,40.3,0.3,22.35,21.67,83.92,3.02,0.653,54.6,25.4,0.36
light_jog,cloth,27.63,47.55,2.61,33.46,25.88,27.1,0.3,1.67,20.53,95.55,0.73,0.945,23.43,13.55,0.09
light_jog,n95,26.86,33.19,3.45,22.67,24.16,47.8,0.95,22.16,22.27,85.45,2.0,0.69,2.25,1.55,0.0
high_intensity_run,n95,73.88,117.37,5.43,31.98,58.97,10.0,0.95,20.87,26.12,74.56,2.96,0.542,5.74,2.18,0.0
high_intensity_run,medical,21.11,25.01,2.06,54.77,55.08,37.3,0.6,17.18,29.47,59.83,5.02,0.197,35.9,17.37,0.26
light_jog,none,53.13,85.87,1.73,61.46,23.06,76.6,0.0,3.33,19.38,88.25,0.8,0.959,69.79,93.9,0.35
high_intensity_run,none,100.28,169.54,2.81,37.29,56.55,67.9,0.0,6.55,23.77,74.46,2.5,0.755,96.55,384.9,0.9
moderate_run,n95,128.21,187.63,2.09,103.09,40.76,43.2,0.95,3.22,20.82,83.26,0.65,0.967,6.23,11.29,0.0
moderate_run,medical,34.35,49.48,2.82,61.06,43.07,41.1,0.6,0.41,20.89,87.46,1.65,0.851,41.72,24.35,0.19
moderate_run,n95,8.85,10.76,2.64,18.75,42.66,51.7,0.95,13.66,32.62,51.63,6.87,0.074,2.29,0.98,0.02
moderate_run,medical,33.38,56.91,3.57,12.64,39.65,20.6,0.6,21.36,23.25,79.62,2.46,0.605,21.42,10.91,0.0
high_intensity_run,none,61.36,81.32,6.73,152.25,52.92,64.8,0.0,22.01,24.35,69.51,3.24,0.616,98.31,210.56,2.28
moderate_run,cloth,70.83,111.63,1.84,32.82,40.01,83.4,0.3,9.96,26.96,60.46,4.66,0.392,81.25,165.48,0.49
moderate_run,n95,30.19,59.98,3.9,11.89,41.16,37.2,0.95,23.58,20.23,89.34,1.07,0.834,5.52,2.31,0.0
light_jog,n95,21.58,40.36,10.45,60.38,25.97,43.2,0.95,0.64,20.42,89.17,1.57,0.866,10.76,1.21,0.16
light_jog,none,37.99,71.28,5.26,19.37,25.6,57.7,0.0,2.04,19.16,84.07,0.45,0.968,70.62,56.11,0.73
moderate_run,medical,36.24,67.21,6.4,87.97,39.71,25.5,0.6,20.29,25.18,66.11,3.69,0.46,35.87,14.69,0.3
resting,none,224.8,302.22,3.96,108.07,7.56,84.9,0.0,3.58,19.33,86.29,1.36,0.928,73.83,144.27,0.17
light_jog,n95,42.02,58.96,4.81,28.83,23.65,104.5,0.95,15.96,30.98,57.46,5.44,0.138,7.1,5.19,0.1
resting,none,94.31,142.42,3.61,26.65,8.39,54.1,0.0,0.93,20.79,89.37,0.79,0.918,40.18,42.81,0.33
light_jog,medical,94.09,144.57,1.21,53.86,26.53,88.6,0.6,19.62,25.96,68.67,3.23,0.433,59.48,88.5,0.2
moderate_run,none,40.71,65.51,5.53,90.66,36.39,18.9,0.0,7.91,24.8,73.0,4.06,0.582,50.11,27.97,0.41
moderate_run,medical,42.41,87.96,3.59,31.66,40.59,46.9,0.6,16.52,30.19,56.81,5.34,0.156,43.87,32.27,0.1
moderate_run,medical,61.65,90.28,3.59,34.75,42.47,10.4,0.6,21.2,25.46,77.98,2.91,0.571,14.72,10.89,0.13
resting,cloth,92.87,139.25,2.13,33.44,6.8,31.7,0.3,3.51,21.78,90.36,1.19,0.938,10.72,14.03,0.07
moderate_run,n95,58.96,121.17,12.16,42.01,35.22,32.2,0.95,0.98,19.64,85.58,0.96,0.911,6.75,3.34,0.0
moderate_run,n95,83.08,145.66,5.27,33.76,36.67,27.4,0.95,10.77,30.58,54.53,5.35,0.299,2.36,4.17,0.0
moderate_run,n95,108.55,215.23,2.35,34.12,41.73,19.1,0.95,7.25,24.81,76.41,3.32,0.666,7.11,4.33,0.0
moderate_run,cloth,34.38,51.01,7.63,19.18,34.39,53.8,0.3,12.26,32.93,51.79,5.83,0.182,65.23,44.5,0.95
moderate_run,medical,100.63,191.13,10.68,139.87,35.36,24.3,0.6,4.34,21.32,76.95,1.34,0.915,48.04,34.54,0.22
moderate_run,medical,63.71,122.49,2.91,36.07,41.72,53.8,0.6,20.1,25.61,76.16,2.79,0.49,55.5,57.22,0.24
high_intensity_run,medical,296.86,500.0,2.14,35.7,54.02,38.8,0.6,23.17,23.49,84.31,1.29,0.797,85.74,248.86,0.29
high_intensity_run,cloth,110.42,149.86,5.76,58.96,51.94,48.4,0.3,3.88,19.61,86.69,1.11,0.936,85.07,194.46,0.97
moderate_run,medical,54.79,90.45,2.59,42.04,38.42,29.0,0.6,18.22,29.09,61.15,4.64,0.268,29.49,24.45,0.02
moderate_run,none,37.46,55.86,20.0,41.84,35.29,38.6,0.0,20.57,26.75,76.03,2.08,0.562,87.13,50.99,2.52
resting,cloth,33.8,59.3,1.97,25.86,7.27,114.7,0.3,4.45,21.99,79.28,1.87,0.885,22.43,19.73,0.14
high_intensity_run,none,79.9,105.75,11.33,47.41,51.45,47.5,0.0,22.82,21.05,82.13,2.01,0.737,98.53,195.38,2.37
light_jog,none,13.98,20.89,2.04,36.01,23.93,85.0,0.0,14.12,31.02,53.14,5.65,0.125,56.05,28.44,0.41
light_jog,none,146.66,199.7,3.08,55.18,25.69,82.6,0.0,21.56,21.92,79.36,1.96,0.646,92.28,311.28,0.6
high_intensity_run,none,17.61,34.98,2.18,57.99,53.87,137.9,0.0,6.1,24.91,71.76,1.89,0.812,94.79,130.77,1.35
moderate_run,n95,31.63,55.41,4.14,53.67,37.75,16.8,0.95,22.45,21.05,83.14,1.21,0.751,6.8,1.0,0.17
resting,cloth,105.37,169.64,2.04,24.9,5.89,82.5,0.3,22.49,23.22,79.23,1.78,0.725,30.91,35.81,0.09
resting,none,62.88,118.07,3.51,200.0,7.21,38.6,0.0,4.01,19.1,82.95,1.23,0.928,34.53,17.47,0.07
resting,n95,70.44,96.01,1.68,67.5,7.04,32.1,0.95,1.34,23.16,81.48,1.59,0.893,0.77,0.8,0.0
moderate_run,n95,40.44,74.11,0.98,78.64,38.34,21.0,0.95,5.46,20.67,90.05,2.24,0.828,0.88,1.63,0.01
resting,n95,47.44,61.13,2.9,61.11,6.42,16.9,0.95,20.95,24.57,73.94,3.63,0.515,0.0,0.26,0.03
high_intensity_run,n95,81.4,117.23,8.85,41.38,55.06,52.9,0.95,7.97,27.4,71.15,3.54,0.603,17.43,11.86,0.22
high_intensity_run,n95,23.76,41.94,3.24,18.19,57.11,16.5,0.95,14.99,30.96,48.39,5.37,0.132,4.04,1.12,0.0
moderate_run,medical,36.62,46.24,2.6,31.54,40.31,54.2,0.6,18.58,28.86,57.33,5.46,0.249,33.29,32.01,0.1
moderate_run,n95,56.28,83.62,20.0,25.93,45.24,10.0,0.95,21.96,22.72,82.08,2.08,0.67,5.16,1.27,0.04
light_jog,n95,42.92,89.11,0.66,16.77,26.41,22.2,0.95,19.98,26.49,64.52,2.58,0.492,5.07,1.26,0.0
resting,cloth,75.77,111.28,3.93,140.31,6.94,35.3,0.3,19.83,27.57,74.39,3.75,0.422,19.94,12.98,0.19
moderate_run,n95,86.14,170.88,2.25,86.53,42.36,41.3,0.95,4.15,20.42,92.41,0.43,0.965,7.02,7.53,0.04
light_jog,n95,59.58,88.93,4.18,54.83,25.1,23.0,0.95,4.52,23.05,81.12,1.47,0.903,5.26,1.72,0.04
resting,n95,14.78,27.55,1.63,36.07,7.03,18.0,0.95,12.35,31.87,51.81,5.49,0.195,0.0,0.09,0.0
light_jog,n95,89.91,160.81,1.87,53.33,27.59,32.9,0.95,18.66,30.41,53.63,4.68,0.293,0.94,4.09,0.04
resting,cloth,21.65,31.89,3.19,29.65,6.5,27.8,0.3,13.83,31.0,45.05,6.57,0.085,1.36,2.74,0.0
moderate_run,cloth,188.78,336.98,3.64,36.38,40.07,30.0,0.3,3.17,19.51,89.69,0.92,0.954,77.17,159.07,0.29
moderate_run,medical,37.78,65.49,2.41,115.12,43.81,55.8,0.6,0.33,20.28,91.33,1.0,0.88,56.47,36.92,0.28
high_intensity_run,medical,60.31,89.47,1.33,24.53,56.36,75.3,0.6,8.43,25.22,64.85,4.24,0.533,58.2,102.41,0.21
moderate_run,n95,91.9,169.39,6.85,103.41,38.82,31.8,0.95,0.18,21.78,83.47,0.82,0.881,9.52,5.67,0.13
high_intensity_run,n95,56.41,86.26,3.43,52.1,47.49,55.8,0.95,4.41,21.06,78.22,1.52,0.904,7.62,7.48,0.15
moderate_run,medical,50.88,98.78,1.22,40.97,32.73,28.3,0.6,11.48,29.37,51.25,5.8,0.228,22.09,18.88,0.13
high_intensity_run,n95,34.28,59.91,0.85,27.51,64.14,27.0,0.95,16.61,29.66,61.36,4.96,0.178,4.66,2.97,0.01
moderate_run,none,194.31,320.82,4.85,25.34,40.99,32.8,0.0,0.29,19.54,87.47,1.06,0.875,90.25,261.33,0.52
light_jog,n95,58.81,74.09,2.75,27.37,23.83,69.2,0.95,8.52,27.93,60.37,3.9,0.542,3.23,4.85,0.0
high_intensity_run,none,58.69,99.96,4.52,60.83,56.54,14.0,0.0,1.52,20.6,90.12,1.82,0.887,55.82,46.36,0.37
light_jog,medical,75.86,124.83,20.0,31.25,23.1,12.6,0.6,3.71,20.43,95.72,0.52,0.969,17.74,8.84,0.23
resting,none,127.18,193.23,7.23,31.02,6.81,94.0,0.0,3.75,20.18,84.56,1.17,0.936,63.37,81.46,0.42
light_jog,medical,58.86,99.01,3.04,59.13,23.12,22.5,0.6,19.63,26.29,65.6,4.55,0.367,15.79,12.27,0.02
moderate_run,cloth,70.25,104.18,1.24,64.67,35.48,35.6,0.3,1.23,22.26,89.96,1.63,0.887,50.75,62.05,0.1
moderate_run,none,27.44,37.68,12.91,23.9,33.26,29.9,0.0,3.35,20.09,90.92,0.99,0.949,70.46,27.28,1.06
moderate_run,medical,87.08,124.96,3.11,73.27,34.89,83.8,0.6,18.22,29.73,65.18,4.58,0.271,74.86,101.88,0.28
high_intensity_run,medical,47.02,77.85,14.72,68.49,59.49,68.8,0.6,15.51,31.14,52.13,6.08,0.099,94.13,76.99,2.19
light_jog,none,43.1,60.37,2.07,39.14,23.03,17.9,0.0,7.16,26.72,72.22,3.25,0.676,20.08,17.74,0.13
moderate_run,medical,45.96,62.3,1.07,11.37,41.71,41.5,0.6,16.07,29.68,47.69,6.47,0.088,25.67,31.83,0.15
light_jog,none,108.12,195.66,8.6,16.65,26.91,47.9,0.0,19.68,27.47,63.57,4.39,0.379,86.84,139.43,0.86
high_intensity_run,none,63.92,87.0,3.4,24.7,55.07,54.9,0.0,12.55,30.66,54.73,4.99,0.21,91.68,193.27,0.81
light_jog,none,211.98,333.11,9.93,107.04,24.4,10.0,0.0,1.12,22.81,85.39,0.2,0.954,46.58,51.73,0.28
light_jog,medical,103.68,180.04,1.68,54.31,25.27,12.6,0.6,23.67,21.92,85.74,1.12,0.837,13.0,13.18,0.03
moderate_run,n95,14.41,28.64,1.3,18.22,38.67,57.1,0.95,18.44,26.34,61.9,3.38,0.345,3.91,1.59,0.06
moderate_run,medical,99.83,138.21,1.54,93.02,43.85,16.2,0.6,19.7,25.35,68.85,4.48,0.376,29.29,28.29,0.0
high_intensity_run,n95,23.14,43.14,0.6,51.6,63.26,47.5,0.95,3.63,21.36,86.46,0.33,0.98,5.84,3.47,0.0
moderate_run,medical,141.8,190.35,2.81,82.67,44.64,18.5,0.6,4.87,22.4,86.15,1.49,0.89,37.72,46.96,0.03
high_intensity_run,n95,66.46,107.89,0.73,27.18,45.53,13.2,0.95,14.56,32.63,55.59,5.45,0.129,2.09,1.99,0.0
moderate_run,n95,115.92,220.67,3.06,11.15,38.6,22.0,0.95,17.12,30.3,57.6,4.26,0.232,0.9,4.93,0.0
resting,cloth,82.74,130.07,3.81,17.85,7.0,37.9,0.3,1.92,19.62,87.18,1.71,0.903,13.48,15.37,0.0
light_jog,none,75.52,145.94,2.18,31.12,25.93,46.2,0.0,0.71,21.64,86.85,0.79,0.908,65.17,90.52,0.17
resting,none,113.46,204.96,5.08,53.08,6.03,49.5,0.0,21.94,22.04,75.63,3.43,0.602,38.41,33.86,0.06
light_jog,medical,18.77,28.52,2.98,41.6,21.51,61.0,0.6,16.28,31.03,59.45,6.41,0.096,23.86,9.85,0.07
moderate_run,cloth,46.88,62.75,7.85,116.13,44.18,22.9,0.3,18.99,26.83,63.04,4.15,0.342,61.32,33.14,0.49
moderate_run,none,39.09,77.56,11.11,36.89,38.21,59.1,0.0,18.0,28.16,60.37,3.49,0.313,92.5,88.24,2.34
moderate_run,n95,48.93,93.16,4.47,48.44,35.24,40.1,0.95,0.67,19.81,87.63,0.95,0.899,0.0,3.45,0.0
moderate_run,n95,35.9,59.25,4.55,23.26,36.47,43.8,0.95,21.05,23.49,76.11,4.19,0.494,9.04,2.87,0.0
moderate_run,none,65.14,100.62,5.79,83.66,41.25,120.6,0.0,23.22,22.18,84.5,1.89,0.77,97.75,324.01,2.57
moderate_run,none,92.4,153.46,14.99,116.79,37.37,53.6,0.0,23.3,19.66,83.15,1.5,0.795,94.6,184.99,2.63
light_jog,none,153.36,204.09,1.51,35.02,25.48,33.8,0.0,0.29,21.11,92.8,0.88,0.883,64.37,132.14,0.21
light_jog,cloth,51.49,82.1,2.65,46.27,23.04,30.5,0.3,0.13,19.94,86.2,1.82,0.828,29.96,25.33,0.03
moderate_run,n95,49.73,93.84,1.52,62.18,34.42,38.1,0.95,5.08,21.88,81.46,1.99,0.857,9.99,3.26,0.04
moderate_run,medical,8.3,12.81,1.97,23.14,44.56,14.5,0.6,18.86,27.56,71.9,4.4,0.32,8.57,2.14,0.0
light_jog,none,96.73,168.01,2.13,11.65,25.8,47.4,0.0,17.32,29.27,55.29,5.79,0.164,68.53,118.32,0.34
light_jog,cloth,23.13,36.91,1.87,46.84,24.33,37.8,0.3,8.21,27.78,76.21,4.28,0.548,28.83,14.91,0.04
moderate_run,none,74.44,134.31,4.9,64.51,38.33,43.5,0.0,22.08,22.45,71.34,2.47,0.66,83.57,124.08,0.67
moderate_run,cloth,68.17,112.76,5.31,26.73,44.69,40.0,0.3,21.92,23.95,77.07,1.34,0.705,75.54,85.2,0.59
light_jog,cloth,103.99,156.91,3.72,46.48,26.18,15.6,0.3,22.16,23.64,72.97,1.57,0.711,31.52,29.7,0.22
moderate_run,medical,26.23,42.42,3.79,128.01,43.67,54.6,0.6,18.36,28.17,57.07,4.17,0.3,63.12,25.02,0.37
high_intensity_run,cloth,65.35,124.48,10.83,74.67,52.43,26.6,0.3,19.15,25.81,67.84,4.03,0.359,81.02,63.73,0.91
resting,n95,164.78,310.14,5.15,68.28,7.03,65.0,0.95,0.95,19.17,88.46,1.99,0.858,4.94,3.76,0.02
high_intensity_run,none,66.19,97.94,1.48,34.12,56.77,57.2,0.0,23.17,23.11,80.83,2.89,0.717,89.14,215.03,0.39
light_jog,n95,22.59,42.96,1.54,47.26,23.9,91.1,0.95,13.84,32.59,58.55,6.23,0.102,6.29,2.46,0.13
moderate_run,none,18.21,29.2,1.63,13.73,39.69,38.0,0.0,18.55,28.39,67.88,4.76,0.283,41.2,27.5,0.29
moderate_run,cloth,96.94,151.31,7.43,31.51,38.13,61.0,0.3,14.63,31.24,52.04,5.06,0.148,90.86,157.93,1.11
resting,n95,41.94,71.97,2.52,32.72,7.22,96.8,0.95,21.47,25.82,69.53,2.31,0.622,2.09,1.47,0.02
high_intensity_run,medical,54.46,76.45,1.97,80.21,49.19,25.1,0.6,0.36,19.5,90.2,0.9,0.886,34.07,26.91,0.04
moderate_run,none,266.35,404.4,1.71,12.91,41.83,69.4,0.0,22.59,22.41,79.35,1.55,0.744,95.63,772.98,0.45
high_intensity_run,cloth,99.82,139.09,2.5,200.0,56.37,53.0,0.3,22.62,22.8,82.57,2.26,0.71,97.3,208.83,0.53
light_jog,medical,93.44,159.62,2.06,29.94,24.59,20.1,0.6,10.17,27.66,63.5,4.58,0.381,17.85,18.5,0.11
high_intensity_run,n95,122.01,223.73,1.81,99.97,56.98,35.4,0.95,18.32,27.64,60.75,3.42,0.335,14.23,12.29,0.0
high_intensity_run,medical,16.4,29.79,5.31,54.31,53.39,131.0,0.6,17.9,28.59,65.7,5.31,0.217,87.67,45.91,1.19
moderate_run,none,106.29,213.14,2.37,43.12,37.86,67.3,0.0,18.21,29.74,60.36,5.35,0.233,92.55,270.66,0.61
light_jog,cloth,169.9,322.19,3.8,58.54,26.09,50.2,0.3,4.94,21.17,85.07,1.88,0.868,81.41,155.68,0.27
moderate_run,none,43.29,64.91,6.24,48.53,41.88,25.6,0.0,7.27,23.14,76.44,2.92,0.685,65.74,46.34,0.68
moderate_run,none,62.88,122.89,4.94,25.28,38.38,10.0,0.0,13.25,30.05,55.99,5.41,0.16,29.7,24.13,0.05
high_intensity_run,medical,103.53,164.3,2.46,61.08,52.39,16.3,0.6,22.37,21.59,87.44,1.54,0.728,31.73,35.37,0.1
moderate_run,n95,26.15,42.36,6.46,29.91,39.41,39.0,0.95,12.2,29.56,50.66,6.37,0.158,5.65,2.01,0.03
light_jog,none,70.45,139.44,2.77,47.65,23.9,39.0,0.0,12.73,32.59,48.46,5.41,0.181,57.87,65.61,0.2
light_jog,n95,30.58,57.2,2.01,47.88,28.05,77.5,0.95,19.27,28.1,65.31,5.18,0.31,7.31,3.33,0.14
moderate_run,medical,232.72,399.91,6.22,32.04,41.01,21.8,0.6,20.27,25.58,83.47,3.89,0.449,49.14,83.13,0.15
high_intensity_run,n95,47.18,86.61,3.86,26.56,55.06,20.6,0.95,11.32,30.27,61.66,5.61,0.248,2.81,2.67,0.13
resting,none,50.45,93.02,3.13,36.0,6.48,53.5,0.0,14.01,32.89,49.8,7.63,0.029,19.15,17.48,0.27
moderate_run,cloth,23.93,37.31,3.17,66.59,42.36,30.9,0.3,3.13,21.1,85.82,1.87,0.906,44.64,21.91,0.16
high_intensity_run,none,82.69,136.71,4.17,39.39,52.31,30.7,0.0,2.43,18.85,87.82,0.76,0.959,83.33,132.61,0.54
resting,none,82.59,167.81,1.66,18.34,6.63,73.3,0.0,15.77,30.35,54.99,5.12,0.15,29.49,40.15,0.06
light_jog,cloth,27.87,53.49,2.76,46.17,26.55,19.7,0.3,9.96,29.79,63.75,4.47,0.402,15.66,10.22,0.07
moderate_run,cloth,39.06,69.05,2.63,54.45,41.24,67.2,0.3,21.23,24.43,78.41,2.65,0.585,70.5,75.81,0.56
moderate_run,none,38.19,55.32,4.51,51.36,31.99,49.8,0.0,6.84,24.93,80.18,2.3,0.746,72.09,60.86,0.75
resting,none,32.95,56.78,12.37,50.56,6.91,28.9,0.0,2.95,19.11,95.46,0.4,0.98,25.17,6.59,0.19
high_intensity_run,n95,29.59,55.82,3.65,84.34,55.55,38.2,0.95,1.99,19.1,87.47,1.14,0.933,8.58,3.14,0.0
moderate_run,n95,118.32,182.53,7.1,28.98,38.91,23.3,0.95,3.34,20.92,86.04,1.69,0.914,0.87,5.36,0.0
high_intensity_run,cloth,28.6,50.52,4.34,30.18,55.71,34.5,0.3,4.8,20.73,81.91,2.76,0.829,55.81,38.51,0.55
high_intensity_run,n95,21.89,50.32,9.16,36.85,47.04,93.8,0.95,1.28,18.28,86.58,1.09,0.916,23.7,4.83,0.09
high_intensity_run,none,27.67,44.73,8.8,30.16,42.54,25.0,0.0,15.65,30.65,55.13,6.13,0.098,63.58,29.39,0.76
moderate_run,cloth,53.32,67.01,2.4,29.21,36.88,11.5,0.3,20.26,25.34,73.77,2.22,0.531,11.32,15.78,0.0
light_jog,n95,88.22,164.79,1.22,35.14,25.56,38.9,0.95,4.68,23.46,90.65,2.11,0.866,2.07,4.39,0.0
moderate_run,cloth,38.23,64.53,1.74,91.21,29.68,84.8,0.3,3.92,19.74,82.93,0.71,0.956,69.41,67.38,0.25
light_jog,none,29.05,59.77,5.68,33.15,23.31,44.2,0.0,17.49,29.58,60.46,5.21,0.201,53.36,29.97,0.38
moderate_run,cloth,85.58,153.32,4.99,81.66,33.85,33.2,0.3,0.09,23.19,82.42,1.28,0.853,64.26,67.39,0.33
light_jog,cloth,102.17,162.53,1.94,48.71,24.51,32.3,0.3,23.04,20.41,84.47,1.57,0.774,42.45,56.71,0.0
moderate_run,medical,106.69,214.46,10.34,27.32,46.27,68.3,0.6,9.38,28.92,74.31,3.5,0.495,86.22,134.91,1.2
resting,cloth,60.06,100.37,2.45,73.16,6.88,47.5,0.3,18.52,27.42,62.63,3.99,0.319,23.64,13.73,0.0
light_jog,cloth,22.51,31.87,3.06,39.02,24.78,18.5,0.3,23.33,21.89,93.59,1.01,0.821,16.21,7.24,0.12
light_jog,none,35.28,53.33,3.15,59.77,26.68,53.4,0.0,23.02,24.54,79.43,1.37,0.783,62.8,50.28,0.4
moderate_run,cloth,114.58,201.05,8.62,69.12,40.07,42.1,0.3,21.75,24.3,76.11,3.11,0.603,88.37,135.36,1.05
high_intensity_run,none,158.55,268.41,2.11,40.24,54.05,62.0,0.0,7.86,25.96,69.29,3.2,0.628,100.0,531.69,0.67
resting,n95,57.86,81.02,9.67,42.78,7.52,93.9,0.95,23.47,20.12,84.91,1.12,0.825,5.29,2.04,0.02
high_intensity_run,medical,42.41,67.02,4.71,24.52,57.08,100.2,0.6,9.81,28.53,61.15,5.03,0.385,87.48,97.01,0.98
high_intensity_run,cloth,35.31,54.25,10.75,55.75,56.27,38.5,0.3,3.28,19.65,90.06,1.33,0.932,82.95,53.61,1.5
light_jog,medical,100.49,132.2,5.02,22.71,24.72,47.0,0.6,18.67,26.31,52.86,5.57,0.249,41.94,46.71,0.17
moderate_run,none,26.33,47.98,4.24,34.86,38.89,91.6,0.0,20.45,22.74,68.2,3.81,0.466,92.62,93.82,1.36
moderate_run,cloth,169.26,314.56,5.62,34.69,42.93,42.1,0.3,20.35,24.46,79.21,2.08,0.545,85.0,213.93,0.61
light_jog,cloth,57.62,109.59,4.18,35.1,24.33,67.8,0.3,5.57,22.39,75.08,2.5,0.81,64.15,66.53,0.41
moderate_run,cloth,38.11,63.24,2.5,60.8,43.94,22.3,0.3,3.56,21.84,85.09,1.62,0.916,35.52,26.1,0.12
resting,medical,20.81,26.25,6.24,98.07,6.41,24.4,0.6,0.28,19.71,88.66,2.24,0.815,6.28,1.3,0.01
high_intensity_run,n95,44.36,87.32,3.28,68.56,61.31,106.1,0.95,20.84,24.93,73.72,2.84,0.545,27.31,14.43,0.09
high_intensity_run,cloth,52.73,83.54,8.99,14.51,57.08,59.1,0.3,22.62,20.16,77.99,2.58,0.694,91.94,124.47,1.99
high_intensity_run,cloth,43.64,77.49,8.24,44.55,50.74,35.6,0.3,8.43,25.71,69.76,3.57,0.566,69.12,55.2,1.03
moderate_run,medical,60.27,86.26,5.86,185.44,41.63,27.9,0.6,23.48,18.32,87.57,1.7,0.797,54.6,28.02,0.2
moderate_run,none,97.94,197.26,5.86,37.77,37.92,32.4,0.0,11.91,33.8,52.24,5.0,0.243,75.52,120.34,0.55
high_intensity_run,none,66.35,123.46,4.38,31.25,55.15,16.8,0.0,18.57,28.44,65.03,3.59,0.342,55.66,61.36,0.43
light_jog,n95,60.05,111.86,5.01,94.62,24.03,56.3,0.95,7.92,26.08,73.81,3.97,0.585,10.82,4.06,0.2
resting,n95,117.46,228.62,2.47,47.6,6.93,53.1,0.95,6.35,24.14,81.84,2.46,0.769,0.0,2.16,0.05
moderate_run,n95,34.96,42.96,4.68,99.68,43.01,52.4,0.95,6.3,26.46,79.22,1.66,0.812,11.67,3.94,0.02
light_jog,none,59.3,103.36,3.69,29.58,26.04,80.4,0.0,13.09,31.31,59.35,6.42,0.116,79.09,124.09,0.72
light_jog,none,88.47,143.33,4.91,61.18,22.75,40.7,0.0,21.94,21.91,78.92,0.65,0.74,61.2,81.83,0.43
resting,cloth,160.38,272.01,5.06,36.14,6.4,49.9,0.3,1.8,22.41,84.04,0.52,0.959,27.91,35.85,0.1
moderate_run,n95,18.64,35.87,3.38,64.74,40.87,11.9,0.95,12.27,29.92,52.94,4.75,0.236,0.0,0.45,0.0
light_jog,none,33.63,50.69,15.87,44.97,25.69,59.4,0.0,6.87,25.81,80.09,3.49,0.684,87.39,51.32,2.3
light_jog,none,26.55,46.52,3.25,39.09,23.65,53.9,0.0,17.95,28.98,57.22,4.52,0.259,52.49,33.82,0.32
resting,none,79.38,126.99,6.5,85.23,7.89,18.2,0.0,6.2,23.79,69.21,2.41,0.78,17.89,11.43,0.16
moderate_run,n95,73.33,101.97,4.21,68.66,42.6,35.7,0.95,1.73,18.29,89.79,1.19,0.924,6.59,5.58,0.07
high_intensity_run,n95,66.64,124.49,4.05,35.56,52.25,74.2,0.95,19.73,29.54,66.94,4.16,0.394,15.12,12.92,0.18
light_jog,medical,12.9,21.34,1.71,16.55,23.56,49.0,0.6,19.17,26.83,75.12,4.46,0.339,13.83,5.95,0.13
